2020-04-16,23
2020-04-17,15
2020-04-18,27
2020-04-19,18
2020-04-20,13
2020-04-21,23
2020-04-22,21
2020-04-23,27
2020-04-24,19
2020-04-25,37
2020-04-26,18
2020-04-27,21
2020-04-28,21
2020-04-29,20
2020-04-30,31
2020-05-01,41
2020-05-02,45
2020-05-03,35
2020-05-04,35
2020-05-05,42
2020-05-06,49
2020-05-07,36
2020-05-08,29
2020-05-09,58
2020-05-10,90
2020-05-11,49
2020-05-12,83
2020-05-13,78
2020-05-14,54
2020-05-15,55
2020-05-16,35
2020-05-17,57
2020-05-18,69
2020-05-19,85
2020-05-20,82
2020-05-21,67
2020-05-22,93
2020-05-23,40
2020-05-24,98
2020-05-25,81
2020-05-26,96
2020-05-27,114
2020-05-28,111
2020-05-29,89
2020-05-30,51
2020-05-31,72
2020-06-01,76
2020-06-02,88
2020-06-03,97
2020-06-04,81
2020-06-05,113
2020-06-06,90
2020-06-07,113
2020-06-08,69
2020-06-09,61
2020-06-10,78
2020-06-11,89
2020-06-12,85
2020-06-13,74
2020-06-14,112
2020-06-15,55
2020-06-16,63
2020-06-17,80
2020-06-18,81
2020-06-19,74
2020-06-20,81
2020-06-21,78
2020-06-22,96
2020-06-23,94
2020-06-24,103
2020-06-25,62
2020-06-26,64
2020-06-27,61
2020-06-28,111
2020-06-29,65
2020-06-30,68
2020-07-01,100
2020-07-02,98
2020-07-03,65
2020-07-04,80
2020-07-05,50
2020-07-06,35
2020-07-07,66
2020-07-08,66
2020-07-09,82
2020-07-10,75
2020-07-11,60
2020-07-12,72
2020-07-13,118
2020-07-14,111
2020-07-15,114
2020-07-16,92
2020-07-17,104
2020-07-18,60
2020-07-19,60
2020-07-20,112
2020-07-21,108
2020-07-22,114
2020-07-23,71
2020-07-24,127
2020-07-25,114
2020-07-26,87
2020-07-27,131
2020-07-28,90
2020-07-29,92
2020-07-30,97
2020-07-31,110
2020-08-01,87
2020-08-02,89
2020-08-03,79
2020-08-04,128
2020-08-05,116
2020-08-06,86
2020-08-07,105
2020-08-08,116
2020-08-09,110
2020-08-10,94
2020-08-11,127
2020-08-12,122
2020-08-13,131
2020-08-14,149
2020-08-15,144
2020-08-16,114
2020-08-17,109
2020-08-18,139
2020-08-19,40
