date,count
2020-04-04,33
2020-04-05,26
2020-04-06,98
2020-04-07,166
2020-04-08,240
2020-04-09,108
2020-04-10,70
2020-04-11,46
2020-04-12,38
2020-04-13,95
2020-04-14,168
2020-04-15,199
2020-04-16,167
2020-04-17,86
2020-04-18,30
2020-04-19,18
2020-04-20,54
2020-04-21,137
2020-04-22,142
2020-04-23,79
2020-04-24,34
2020-04-25,37
2020-04-26,18
2020-04-27,43
2020-04-28,44
2020-04-29,36
2020-04-30,48
2020-05-01,41
2020-05-02,45
2020-05-03,37
2020-05-04,70
2020-05-05,118
2020-05-06,162
2020-05-07,105
2020-05-08,34
2020-05-09,61
2020-05-10,94
2020-05-11,61
2020-05-12,107
2020-05-13,100
2020-05-14,159
2020-05-15,301
2020-05-16,174
2020-05-17,84
2020-05-18,97
2020-05-19,126
2020-05-20,129
2020-05-21,78
2020-05-22,129
2020-05-23,46
2020-05-24,99
2020-05-25,103
2020-05-26,117
2020-05-27,141
2020-05-28,144
2020-05-29,110
2020-05-30,51
2020-05-31,72
2020-06-01,92
2020-06-02,153
2020-06-03,177
2020-06-04,143
2020-06-05,150
2020-06-06,92
2020-06-07,115
2020-06-08,135
2020-06-09,174
2020-06-10,252
2020-06-11,192
2020-06-12,125
2020-06-13,84
2020-06-14,113
2020-06-15,136
2020-06-16,274
2020-06-17,325
2020-06-18,311
2020-06-19,295
2020-06-20,208
2020-06-21,181
2020-06-22,312
2020-06-23,426
2020-06-24,396
2020-06-25,340
2020-06-26,308
2020-06-27,215
2020-06-28,222
2020-06-29,300
2020-06-30,320
2020-07-01,482
2020-07-02,404
2020-07-03,478
2020-07-04,260
2020-07-05,158
2020-07-06,239
2020-07-07,432
2020-07-08,343
2020-07-09,336
2020-07-10,318
2020-07-11,213
2020-07-12,179
2020-07-13,330
2020-07-14,321
2020-07-15,251
2020-07-16,327
2020-07-17,321
2020-07-18,202
2020-07-19,153
2020-07-20,380
2020-07-21,359
2020-07-22,240
2020-07-23,181
2020-07-24,184
2020-07-25,115
2020-07-26,87
2020-07-27,238
2020-07-28,256
2020-07-29,242
2020-07-30,201
2020-07-31,165
2020-08-01,106
2020-08-02,91
2020-08-03,196
2020-08-04,281
2020-08-05,272
2020-08-06,206
2020-08-07,163
2020-08-08,138
2020-08-09,112
2020-08-10,162
2020-08-11,198
2020-08-12,203
2020-08-13,191
2020-08-14,226
2020-08-15,167
2020-08-16,119
2020-08-17,154
2020-08-18,189
2020-08-19,58
