CUST_NO,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,XCOORD_END,YCOORD_END,order_id,end_poi_id
42,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_3a8e6d09-b85a-49d0-98b3-617cd23dc16f,refuel_225
43,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_6ff73669-cb3b-4c26-8878-b01982c8cce3,refuel_225
44,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_14ce5509-f6da-4301-9256-fdec931ca22a,refuel_225
45,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_6c051129-dca5-4bb4-9158-f644ac9a1ff4,refuel_225
46,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_955824ed-57c2-41e8-861b-72f2560f6c62,refuel_225
47,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_7637acbf-8269-4ab0-a145-1e9960eafb76,refuel_225
48,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_5f00631c-c835-4d2b-94fc-d7bf597c1ec0,refuel_225
49,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_3f980a93-bc4a-4be4-9aba-8c3a24e310c3,refuel_225
50,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_0ee2f8f3-b358-45e5-84a1-72464a2f85b6,refuel_225
51,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_b2251f6f-aeb4-4414-b979-9b9a0cda83b1,refuel_225
52,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_eb3c93f6-33d4-4939-aaab-91f1d6e7b10e,refuel_225
53,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_0451ad09-908d-4765-ac30-a3061d5818e9,refuel_225
54,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_c824756f-7b0a-44ed-9016-4b4fa176614a,refuel_225
55,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_14011d03-e4bf-431b-9a44-09fa00443e09,refuel_225
56,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_44a03595-078d-406e-822b-efaefd29cc68,refuel_225
57,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_9f2197fa-c4c5-4cef-bf0a-b0c01e143366,refuel_225
58,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_7b32b883-b407-44f7-aba8-305cffcf38db,refuel_225
59,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_5302710a-7290-4beb-b9b4-5a252a8f0cd5,refuel_225
60,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_7b2e0bf0-94cc-4ebc-80c9-13589a44dce5,refuel_225
61,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_85cafcf5-f0e4-4fab-b66b-95ee01429bf5,refuel_225
62,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_2c88df41-420e-483f-8f36-2909c10764ae,refuel_225
63,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_002c569d-6fd8-498d-99a8-b1ca54f4271b,refuel_225
64,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_59cd2c13-53eb-4bcf-86d9-5a13adba26e4,refuel_225
65,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_557a5497-f73d-4c10-b878-f04b10d7cf58,refuel_225
66,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_a7df246b-c0e6-4707-a065-da203b277e6f,refuel_225
67,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_181a31ea-356d-4bb0-8766-81fd4000ef16,refuel_225
68,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_b02a61e6-4d02-4a24-9ea6-50d216996246,refuel_225
69,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_1ba67ca6-84db-4905-9245-d72ed5a34671,refuel_225
70,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_0db22235-a065-4ef8-b6c7-24a6d7af940d,refuel_225
71,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_837585db-3b94-49a7-b028-baf83c66790f,refuel_225
72,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_f5000158-3a49-4a77-99cf-225ee02e4153,refuel_225
73,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_6737251a-c85e-41ae-94ba-e51b2b65b60c,refuel_225
74,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_afb9cb1c-fc4c-431f-a603-f6edef1e2239,refuel_225
75,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_f229e733-059b-4d31-925b-d8078ae96f3c,refuel_225
76,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_256aabc2-7fe0-408f-822b-7423c27db335,refuel_225
77,13.3741595,52.507928,26,0,480,26,13.374043799999999,52.5077475,order_3fcf8191-bd51-4015-acfd-1cbf1e6e3e44,stationary_charge_840
78,13.3741595,52.507928,26,0,480,26,13.3738429,52.5077436,order_b00e349c-8dad-48c5-8200-404a053015cb,stationary_charge_830
79,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_051f6893-1fe6-41d2-8c6f-51b70b19d459,refuel_225
80,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_e3927911-d486-4777-8795-b2052b297608,refuel_225
81,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_b87dc49a-5bd4-4b40-b662-bf87f241e29a,refuel_225
82,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_e5448522-e519-4ada-950c-12b1647136f6,refuel_225
83,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_e4e964bd-b962-497c-b931-896dd58ef229,refuel_225
84,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_e1448525-b991-47ad-ba45-8a47738badf1,refuel_225
85,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_90d31c15-43f0-4fa7-af86-779914d7acfc,refuel_225
86,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_385f057a-be8a-4f05-9c2b-f617c24db02d,refuel_225
87,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_cef0235a-5afa-4a8d-8668-1cc9ccf3047e,refuel_225
88,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_78b70e27-390d-491e-a000-320d7b437e97,refuel_225
89,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_991b5214-6821-4a16-8707-62dce579f30a,refuel_225
90,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_fe925e5d-bce4-45a6-8938-515bed5208cf,refuel_225
91,13.3741595,52.507928,19,0,480,19,13.3766736,52.5004782,order_bb391013-c61e-46e0-8dbe-a833900c4210,refuel_225
92,13.352923,52.54131999999999,7,0,480,7,13.356203,52.53939200000001,order_116e1467-192f-4fbd-8bc8-93feed902f72,stationary_charge_1114
93,13.338252,52.451682,6,0,48,6,13.338099,52.451795999999995,order_fa98a402-1647-4b14-98be-73f2cedb25ec,stationary_charge_1407
94,13.389577,52.509399,6,0,480,6,13.389543,52.509467,order_f9d1f0a8-dcda-4087-866b-9710285b2014,stationary_charge_1554
95,13.324504999999998,52.460395,8,0,480,8,13.330027,52.464278,order_c8d27cdf-cb1e-4eb7-81b8-b7f23a89eaf6,stationary_charge_926
96,13.391376,52.48843299999999,7,0,480,7,13.393039999999928,52.489,order_4ee40ac1-3de4-44c0-bbd4-9a8c2afc98ef,stationary_charge_1509
97,13.300692000000002,52.439887,7,0,480,7,13.302273999999999,52.442574,order_a8320066-6b2a-4416-8630-f2e717ad82bb,stationary_charge_413
98,13.309215,52.492446,8,0,480,8,13.308887,52.495371,order_4ddb825f-760b-497b-859e-ba1faa6c0d28,stationary_charge_936
99,13.447742000000002,52.502262,9,0,480,9,13.448166,52.497774,order_b747e7f7-e060-42b3-b9eb-51a22ebf838b,stationary_charge_227
100,13.425013,52.467096,7,0,480,7,13.429904299999974,52.468371999999995,order_b081e025-b2c1-4bc2-a9a2-ec08d1216f4f,stationary_charge_1017
101,13.386883,52.521541000000006,8,0,480,8,13.385222,52.519615,order_c7d2e3b0-d08d-421d-9bc9-249b83b20202,stationary_charge_87
102,13.422406,52.495925,8,0,480,8,13.419856799999936,52.49845500000001,order_41f54368-96cc-4b97-b0c9-9db89c9019df,stationary_charge_1021
103,13.390697,52.536472,6,0,480,6,13.390538000000001,52.536446999999995,order_5d51e98b-4aa6-48d5-9175-4886981ee536,stationary_charge_484
104,13.324602,52.46050200000001,8,0,480,8,13.330027,52.464278,order_22d3ce5f-3865-49e5-bc5f-ae8dd1a5a1b7,stationary_charge_926
105,13.380781,52.504898,6,0,480,6,13.380887,52.504762,order_5f900986-3a29-426d-8296-ab19724a910c,stationary_charge_691
106,13.317568,52.455245,6,0,480,6,13.317566000000001,52.455277,order_e40368d2-aa43-4c0a-83aa-45447d65cbca,stationary_charge_233
107,13.269875,52.44979,7,0,480,7,13.268642000000002,52.444851,order_6e647ce9-ba64-4394-a041-72f9201d5210,stationary_charge_61
108,13.265827,52.442523,7,0,480,7,13.268642000000002,52.444851,order_937d673c-4081-4c7d-9abf-ceb84d3f5a56,stationary_charge_11
109,13.291137,52.443153,9,0,480,9,13.302273999999999,52.442574,order_a96c6232-cfd5-450f-b7c9-b0b5541ecef0,stationary_charge_413
110,13.398438,52.493991,8,0,480,8,13.398242999999999,52.4948,order_21d9bdc7-3449-4f57-95df-5ed28984d09b,stationary_charge_731
111,13.267305,52.433673,6,0,480,6,13.267655,52.433627,order_1334368f-5c50-4966-9b44-36ce9e3d3597,stationary_charge_115
112,13.307552,52.528659,6,0,480,6,13.30759,52.52867,order_69150c54-13ba-4d6e-994b-d453fa47f20a,stationary_charge_1133
113,13.405581,52.546779,6,0,480,6,13.405624,52.546845,order_1e10e435-76e7-4bdb-92c2-1372fc3ee108,stationary_charge_1275
114,13.359561,52.498828,6,0,480,6,13.3595153619019,52.49857468491536,order_1fa8399c-8bc1-4466-9a8b-f4f590a28062,stationary_charge_668
115,13.425141,52.485881000000006,6,0,480,6,13.425158999999999,52.485865000000004,order_4148b072-c38f-41a9-b757-9f7a148c1553,stationary_charge_1214
116,13.412335,52.540698,7,0,480,7,13.411729000000001,52.54326700000001,order_8b74c236-d101-45d0-aba3-d3b66128abe5,stationary_charge_1251
117,13.430355,52.55231,8,0,480,8,13.431897,52.555641,order_944b17b2-61bf-432d-97cb-00acd7b940df,stationary_charge_338
118,13.399459,52.538268,8,0,480,8,13.397123,52.534702,order_61a630b6-9848-42e0-a415-37808bc9ef69,stationary_charge_529
119,13.368901,52.535976,7,0,480,7,13.370296976721196,52.53428237601141,order_371f0491-e8ee-4bc9-8a8d-34c120c5c09d,stationary_charge_645
120,13.323460999999998,52.487419,8,0,273,8,13.324974,52.491206000000005,order_963bf3c5-8120-4d19-9461-67ffffbf22a5,stationary_charge_586
121,13.322903,52.498794,8,0,480,8,13.319607000000001,52.496013,order_c23c0985-ef05-499c-80a3-9b71d0b0459d,stationary_charge_1119
122,13.307924,52.471328,6,0,480,6,13.308104,52.472172,order_7aa8c01b-ce73-49ba-a6ce-26af05217e91,stationary_charge_323
123,13.297479999999998,52.44716999999999,9,0,480,9,13.302273999999999,52.442574,order_b0e11aa9-c44a-47af-8249-36ebdee72518,stationary_charge_413
124,13.399066,52.535076,7,0,480,7,13.397123,52.534702,order_ac50e9ce-82b1-49b9-8621-ebc9f90ec01c,stationary_charge_552
125,13.359639,52.47523399999999,6,0,480,6,13.359573999999999,52.475269,order_89469a08-35fb-4bc0-aa2a-ed44a422c2c9,stationary_charge_658
126,13.391377,52.53054,7,0,480,7,13.391290000000026,52.52809999999999,order_53c59646-61a1-440f-8184-047a01001e28,stationary_charge_482
127,13.395302,52.514198,6,0,480,6,13.395582999999998,52.514302,order_b84805d2-080c-49da-bd57-5603f892a44a,stationary_charge_1228
128,13.39671,52.529224,6,0,480,6,13.395841,52.529125,order_0b6993e6-8261-473c-972e-ec42754a111d,stationary_charge_1537
129,13.292498000000002,52.552066,11,0,480,11,13.294966,52.536317000000004,order_e86f928b-fbac-44ba-bae6-d26ec9efc9f2,stationary_charge_1166
130,13.318724,52.443534,8,0,480,8,13.31591,52.440290000000005,order_16e35f99-8c23-4e5b-b1d7-5f5970ceb26e,stationary_charge_1483
131,13.490563,52.537815,8,0,480,8,13.4867,52.53519,order_815b8668-b9b2-4773-9d70-7f94c0d652ce,stationary_charge_1523
132,13.388896,52.55723100000001,10,0,480,10,13.387951999999999,52.549679000000005,order_69be2e08-f85a-45ba-85b2-7caff0e870a7,stationary_charge_392
133,13.376561,52.540824,7,0,480,7,13.371425,52.540164000000004,order_e2d2c9b1-e916-4c7a-9f40-9af18bd1fd47,stationary_charge_637
134,13.439521,52.50960500000001,10,0,480,10,13.440238,52.518612,order_49340c8a-3107-43b4-a2cc-a781b81dca41,stationary_charge_1193
135,13.37337,52.510978,6,0,273,6,13.375451399999974,52.5101954,order_c76dcf91-77b2-4a49-874b-7c90acb9cb29,stationary_charge_1076
136,13.42503,52.54675200000001,6,0,468,6,13.42499,52.546659999999996,order_59364f18-36ab-443d-ab3b-bd0577bdd0db,stationary_charge_831
137,13.436481,52.509818,7,0,480,7,13.429290771484402,52.5110664367676,order_26f9d626-b882-4993-a41a-6f6a062f5099,stationary_charge_1548
138,13.320684,52.442424,9,0,153,9,13.322213,52.450747,order_0006617e-0470-489b-9b76-98e4a4267dbf,stationary_charge_524
139,13.48536,52.43984200000001,10,0,108,10,13.503147,52.443268,order_e1710c56-4319-4f3d-812a-48b09817afd6,stationary_charge_763
140,13.273108,52.53442,7,0,348,7,13.273956,52.535886,order_cad172f3-c677-4f26-872f-147b9bd236ee,stationary_charge_28
141,13.426734,52.547622,7,0,480,7,13.429248000000001,52.55056999999999,order_93c0f5df-c92e-4967-9084-975eaea5c482,stationary_charge_913
142,13.275251999999998,52.50794499999999,8,0,168,8,13.278109431266785,52.506406844104326,order_8850efa4-a82e-497b-b0e8-584b89633a08,stationary_charge_765
143,13.309939000000002,52.52325,8,0,480,8,13.30759,52.52867,order_cb8fe058-b712-43e8-ad55-a313e8f9ff6e,stationary_charge_1132
144,13.47899,52.53501800000001,8,0,480,8,13.477047,52.537085999999995,order_8a43ba11-b3be-4707-b098-c86db0538f5d,stationary_charge_1208
145,13.389995,52.554256,8,0,480,8,13.388672,52.54961899999999,order_5ddd8107-a855-4cbb-b5d6-61a9732f0937,stationary_charge_50
146,13.431903,52.510875,8,0,480,8,13.428873999999999,52.510514,order_084d0522-4b34-4c7e-8c49-3f4778b0c88d,stationary_charge_1282
147,13.482879999999998,52.502151,7,0,480,7,13.4779,52.501808999999994,order_fcfebe62-8ca3-4b89-9835-ee938f951800,stationary_charge_1435
148,13.349192000000002,52.491683,6,0,348,6,13.349175042991662,52.49171379401486,order_8346ccb2-25f3-4484-96b0-b782d06d4fe3,stationary_charge_96
149,13.349557999999998,52.482673,8,0,363,8,13.346442000000001,52.482535,order_3a802d02-2c0a-4cd3-b86e-86d2d2d53257,stationary_charge_401
150,13.431166,52.48200600000001,7,0,480,7,13.428816000000001,52.483452,order_6a348b86-adca-4369-9046-85655851e559,stationary_charge_715
151,13.270955,52.509548,8,0,480,8,13.266231,52.513245999999995,order_40e5cc1f-d45c-4ddd-ab9f-baf23eaf0fb8,stationary_charge_5
152,13.438527,52.472019,7,0,480,7,13.435103,52.470673,order_32068d06-2897-4522-b42a-edaf979a0be6,stationary_charge_1370
153,13.503622,52.509094,7,0,438,7,13.506929999999999,52.508790000000005,order_5f56a481-3e79-4d50-a3ce-0df7453f1a95,stationary_charge_827
154,13.491622,52.51153100000001,6,0,33,6,13.49059,52.510169999999995,order_3c1dc378-75d2-45d5-91af-e770689161c9,stationary_charge_879
155,13.400225,52.574089,10,0,480,10,13.400588,52.580718000000005,order_3ada5cdf-c499-4a73-80c3-19843f0f03e6,stationary_charge_611
156,13.271738,52.536338,6,0,46,6,13.273956,52.535886,order_a8b1f829-5239-4120-99b9-1acf78614cae,stationary_charge_28
157,13.44087,52.518196,7,0,468,7,13.437725,52.520102,order_98f1bc72-f689-4ed6-9bcd-d24f83dda6a3,stationary_charge_954
158,13.441991,52.509025,10,0,480,10,13.448234299999967,52.5130694,order_62402cef-0cf2-4106-9421-04996ef890a0,stationary_charge_126
159,13.448225,52.51339300000001,6,0,480,6,13.448234299999967,52.5130694,order_3ce03b13-3e52-4d3b-b7bf-0aa72c89daad,stationary_charge_126
160,13.463708,52.51489,17,0,480,17,13.463083,52.514612,order_5706b645-85cc-4e97-bd45-fc1d8257cadb,stationary_charge_1410
161,13.42685,52.517384,18,0,480,18,13.428873999999999,52.510514,order_6fe3342c-6d51-46ed-ae66-fc5b0866f506,stationary_charge_1282
162,13.449162,52.52673299999999,18,0,480,18,13.449398,52.52723,order_9a0f9176-ed79-45ea-9a65-740422041f02,stationary_charge_653
163,13.34921,52.49146999999999,16,0,480,16,13.349170999999998,52.491716000000004,order_f2ddab57-dbad-4266-a529-b24cea10f3ba,stationary_charge_1173
164,13.345365,52.49035600000001,17,0,480,17,13.349170999999998,52.491716000000004,order_ef3fd958-1f24-496c-b722-04ff01f9f4b4,stationary_charge_1173
165,13.361315,52.541488,7,0,480,7,13.356310000000008,52.53955,order_f4baa724-ea22-413a-ad2a-cbeba0095e19,stationary_charge_343
166,13.352993,52.437088,11,0,480,11,13.366102,52.425428000000004,order_62727b39-3b55-432a-b5f8-78d26a04409c,stationary_charge_1029
167,13.317870999999998,52.441825,8,0,480,8,13.316541,52.440121999999995,order_c10b3d42-066f-4a53-8fd6-4def79301b91,stationary_charge_66
168,13.420395,52.4918,52,0,480,52,13.4251111,52.512168599999995,order_4152b1f1-d4fa-4c1d-a7a3-6ba7475d5371,wash_11
169,13.429768,52.499462,47,0,480,47,13.4251111,52.512168599999995,order_92e35893-7d5c-427f-ab2d-e722e280ea60,wash_11
170,13.420492,52.47049000000001,47,0,480,47,13.4429378,52.4657783,order_a2a19fd0-1b0e-4c08-9b07-bcb3fca62af7,wash_12
171,13.447273,52.46021,43,0,480,43,13.4429378,52.4657783,order_90967389-6c93-4151-ae51-78b569171824,wash_12
172,13.298345,52.44174,49,0,480,49,13.242900599999999,52.433297499999995,order_ed8d02f5-35a4-4439-9d50-381291944aa3,wash_9
173,13.330405,52.46531700000001,43,0,480,43,13.332190599999999,52.462150699999995,order_3ccf8efc-62c2-4c79-ab17-4bb8b19cc78b,wash_7
174,13.267458,52.43361,46,0,480,46,13.242900599999999,52.433297499999995,order_7cc362e4-a3e6-49d7-b879-2c82e0f84909,wash_9
175,13.43194,52.51085,44,0,480,44,13.4251111,52.512168599999995,order_ee5b0f61-b1a8-4ca6-bb6c-803629173f0f,wash_11
176,13.427575,52.512177,42,0,480,42,13.4251111,52.512168599999995,order_4b6f791a-b304-434f-a660-420e1ce7a41a,wash_11
177,13.437504999999998,52.49368000000001,50,0,480,50,13.4251111,52.512168599999995,order_19a854ec-91c7-4731-a0c0-d1221deca772,wash_11
178,13.426785,52.490177,50,0,480,50,13.4251111,52.512168599999995,order_422d7063-de1c-4b1f-b23b-1c7a54d77f62,wash_11
179,13.398857,52.48894,51,0,480,51,13.4251111,52.512168599999995,order_4e1cd05f-2098-4cee-9b1a-3d614a186ff4,wash_11
180,13.43295,52.47496,45,0,480,45,13.4429378,52.4657783,order_c55658ed-7a11-47d9-af61-aed4c91ce158,wash_12
181,13.430135,52.49961999999999,48,0,480,48,13.4251111,52.512168599999995,order_30da6e8e-608e-4a48-926e-2e95a0c635de,wash_11
182,13.401737,52.49005500000001,51,0,480,51,13.4251111,52.512168599999995,order_e9b0a9ce-d8fe-492b-a0cf-6d6bcf2d59ad,wash_11
183,13.340628,52.44575,47,1,480,47,13.332190599999999,52.462150699999995,order_c2aca735-26d1-439d-a394-30c0c4624d5e,wash_7
184,13.300037,52.448208,48,1,480,48,13.332190599999999,52.462150699999995,order_4a1045b8-b466-4f38-8ba2-83c2e212bee7,wash_7
185,13.43852,52.495102,49,1,480,49,13.4251111,52.512168599999995,order_086f1b5f-6d15-4acd-b811-1b62d005eed7,wash_11
186,13.433385,52.48925799999999,51,1,480,51,13.4429378,52.4657783,order_3d0555a7-4bb8-4be6-8507-f60db75899d7,wash_12
187,13.435972,52.51432,49,1,480,49,13.437725,52.520102,order_8205ccc0-aa5f-470b-acc4-aea05fcd1b6e,stationary_charge_953
188,13.464532,52.51074200000001,48,1,480,48,13.4251111,52.512168599999995,order_e2e2b997-6cb2-4c51-ab5c-659fa8223d19,wash_11
189,13.442807,52.507072,45,1,480,45,13.4251111,52.512168599999995,order_b1943243-1023-4b23-a4a5-2f4897c962e9,wash_11
190,13.467127,52.497611,5,33,33,5,13.467127,52.497611,order_8f668f38-a158-49f6-8ca9-3f79a865145f,order_8f668f38-a158-49f6-8ca9-3f79a865145f
191,13.262605,52.43851,5,34,34,5,13.262605,52.43851,order_a6e9c50c-04e3-431c-98e1-54243de228fb,order_a6e9c50c-04e3-431c-98e1-54243de228fb
192,13.509510999999998,52.505798,5,34,334,5,13.509510999999998,52.505798,order_b16bff6e-995f-4858-a3db-b191c7e4ae37,order_b16bff6e-995f-4858-a3db-b191c7e4ae37
193,13.45077,52.55187,17,38,480,17,13.448373000000002,52.553838,order_9aaf53e8-9c93-4b6d-8450-73baec5596a2,stationary_charge_400
194,13.308053,52.52922,16,38,480,16,13.30759,52.52867,order_3acef07e-4923-429b-848f-56dcb9a94153,stationary_charge_1131
195,13.298823,52.448277,48,88,480,48,13.332190599999999,52.462150699999995,order_ae6bf76b-2f70-4852-af79-8de869d4fe8d,wash_7
